"Time","pod","type","Value"
1701356399000,service-portal-api-scheduler-59974b87d9-6pnd8,RAM,0.0013914759831428526
1701356399000,plugin-spaceone-inven-collector-wjddfvcgfocdsna-684c47c65ctq86d,RAM,0.001368875162124634
1701356399000,dashboard-6fd6655747-zvhjs,RAM,0.0013200239505767822
1701356399000,cost-analysis-844b945885-v2lvh,RAM,0.0013192804288864137
1701356399000,service-portal-api-rest-58dcd7c8bd-b9dkc,RAM,0.0012863999333381654
1701356399000,loki-read-0,CPU,0.0012860642848506127
1701356399000,plugin-github-inven-collector-orzzivckqsohvoibd-55d575cdd8q642q,RAM,0.0012806964383125304
1701356399000,identity-79bd89d7b9-jkjdx,RAM,0.0012772280178070068
1701356399000,monitoring-rest-b57fb5846-7jwjk,RAM,0.0012616608157157898
1701356399000,plugin-keycloak-identity-auth-rrzzircjrsgszxtbr-64959cc8bd7cs7s,RAM,0.0012399151310920715
1701356399000,repository-654989f888-xwh2m,RAM,0.0012361659564971924
1701356399000,console-api-v2-rest-5c75dff5f7-gv5s6,RAM,0.0012277941293716429
1701356399000,statistics-bcf65967d-vzgkn,RAM,0.0012165267453193664
1701356399000,plugin-spaceone-dynamic-ui-collector-rrzzircjrsbfokio-6bb5m4kmb,RAM,0.0012007888617515563
1701356399000,plugin-github-inven-collector-samuel-v3-bokkcwcokszijbsvl-fp27c,RAM,0.0011978548460006716
1701356399000,identity-7467974484-bwtk2,RAM,0.0011921344113349915
1701356399000,plugin-spaceone-dynamic-ui-collector-rrzzircjrsbfokio-6bb56zx6j,RAM,0.0011896347279548643
1701356399000,plugin-spaceone-member-inven-collector-nkllsgcqzixcofxg-5fbkvgw,RAM,0.0011884830427169799
1701356399000,plugin-spaceone-member-inven-collector-lrllincdribtvviba-6pwdvs,RAM,0.0011847169518470761
1701356399000,monitoring-worker-5bb8b5fc65-9gdmz,RAM,0.0011792447938919065
1701356399000,plugin-github-inven-collector-rrzzircjrsrhomubz-68bf995d94d4vlk,RAM,0.001177758918762207
1701356399000,plugin-github-inven-collector-samuel-v3-aobbckcbrsriokumz-dmbwd,RAM,0.0011767935228347778
1701356399000,plugin-worker-844b9f4dcc-ml84g,RAM,0.0011740554928779603
1701356399000,plugin-github-inven-collector-samuel-v3-bokkcwcokszijbsvl-vxvqc,RAM,0.001171316107749939
1701356399000,notification-scheduler-84f9b687cd-2jgbf,RAM,0.0011689776196479795
1701356399000,supervisor-scheduler-7766744c56-jxjhs,RAM,0.0011671467599868774
1701356399000,plugin-github-inven-collector-samuel-wjddfvcobsjsjjikd-7c5cltkh,RAM,0.0011663859715461732
1701356399000,plugin-github-inven-collector-wjddfvcobsrhxunn-845dffdcbb-rnkhg,RAM,0.0011639062418937684
1701356399000,plugin-github-inven-collector-samuel-wjddfvcobsjsjjikd-7c5xhhwc,RAM,0.0011638541846275329
1701356399000,plugin-spaceone-dynamic-ui-collector-bokkcwcoksnsbxixe-7cb6svmv,RAM,0.001163843062877655
1701356399000,plugin-spaceone-dynamic-ui-collector-bokkcwcoksnsnvcl-54cfglh6s,RAM,0.0011624309744834897
1701356399000,plugin-github-inven-collector-samuel-v3-znooijcgxsdhqmcv-5k8flb,RAM,0.0011624232640266418
1701356399000,plugin-github-inven-collector-exlludcqwsmhmvfol-5645c6dcf8xxzm9,RAM,0.0011618543491363526
1701356399000,plugin-spaceone-member-inven-collector-nkllsgcqzixcofxg-5fd96s5,RAM,0.0011601208281517028
1701356399000,plugin-github-inven-collector-orzzivckqsohvoibd-55d575cdd8d2szf,RAM,0.0011584161162376404
1701356399000,plugin-openstack-inven-collector-exlluwiqiwumfqj-5cd5c8687l6hvl,RAM,0.0011567171053886414
1701356399000,plugin-spaceone-dynamic-ui-collector-kgootocbwsvivnfbm-595927sd,RAM,0.0011566457486152646
1701356399000,plugin-github-inven-collector-vmaauacqosxsnksmo-75cb8547b8j954k,RAM,0.0011562127013206483
1701356399000,console-api-v2-rest-64cdb8dff5-9ng4p,RAM,0.0011486284155845642
1701356399000,plugin-jenkins-inven-collector-qrlligieixudhlw-5fd86c6dd6-pctzk,RAM,0.001144551126003265
1701356399000,plugin-google-cloud-inven-collector-dovvcbiniocemtv-5b6f74hzhd5,RAM,0.0011317670717239379
1701356399000,plugin-openstack-inven-collector-exlluwiqiwumfqj-5cd5c8687pp576,RAM,0.0011299604649543764
1701356399000,plugin-spaceone-dynamic-ui-collector-bokkcwcoksnsbxixe-7cbmclnz,RAM,0.0011292479486465453
1701356399000,plugin-github-inven-collector-vmaauacqosxsnksmo-75cb8547b8b5pbx,RAM,0.0011290393223762512
1701356399000,plugin-github-inven-collector-samuel-v3-aobbckcbrsriokumz-b9zlb,RAM,0.001128973035812378
1701356399000,plugin-github-inven-collector-samuel-v3-znooijcgxsdhqmcv-5w5b78,RAM,0.0011287424931526184
1701356399000,plugin-spaceone-dynamic-ui-collector-bokkcwcoksnsnvcl-54cf9sp86,RAM,0.0011277982659339905
1701356399000,plugin-github-inven-collector-rrzzircjrsrhomubz-68bf995d94x46kc,RAM,0.0011258037109375
1701356399000,plugin-github-inven-collector-exlludcqwsmhmvfol-5645c6dcf872khx,RAM,0.0011236599235534665
1701356399000,plugin-spaceone-dynamic-ui-collector-kgootocbwsvivnfbm-595bhmgg,RAM,0.0011236339416503907
